author_timestamp,n_additions,n_deletions
2016-11-02 02:09:04,1,1
2016-12-04 23:24:56,10,10
2016-12-04 23:24:56,1,1
2016-12-04 23:24:56,2,2
2016-12-04 23:24:56,2,2
2016-12-04 23:24:56,3,3
2016-12-04 23:24:56,3,3
2016-12-04 23:24:56,1,1
2016-12-04 23:24:56,1,1
2016-12-04 23:24:56,3,3
2016-12-04 23:24:56,1,1
2016-12-04 23:24:56,1,1
2016-12-04 23:24:56,1,1
2016-12-04 23:24:56,4,2
2016-12-04 23:24:56,1,1
2016-12-04 23:24:56,2,2
2016-12-04 23:24:56,1,1
2016-12-04 23:24:56,2,10
2016-12-04 23:24:56,1,1
2016-11-27 01:05:42,2,1
2016-11-10 23:32:13,0,5
2016-10-29 02:05:13,2,19
2016-10-29 02:05:13,2,24
2016-10-29 02:05:13,0,4
2016-10-29 02:05:13,1,12
2016-10-29 02:05:13,0,1
2016-10-29 02:05:13,0,7
2016-10-29 01:52:50,3,27
2016-10-29 01:52:50,5,4
2016-10-29 01:52:50,1,0
2016-10-29 01:52:50,1,2
2016-10-15 23:09:13,7,25
2016-10-15 23:09:13,3,13
2016-10-15 23:09:13,5,16
2016-10-15 23:09:13,1,11
2016-10-15 23:09:13,1,2
2016-10-10 17:39:05,1,1
2016-10-10 17:57:37,2,2
2016-10-10 17:26:27,3,9
2016-10-10 17:26:27,1,1
2016-10-10 17:26:27,1,1
2016-10-05 22:43:43,26,19
2016-09-05 16:19:49,1,1
2016-09-05 15:42:55,1,1
2016-09-05 15:42:55,20,0
2016-09-05 15:42:55,1,17
2016-09-05 15:39:01,11,0
2016-09-05 15:39:01,1,1
2016-09-05 15:39:01,1,7
2016-09-05 15:35:50,13,0
2016-09-05 15:35:50,1,1
2016-09-05 15:35:50,1,8
2016-09-05 15:35:50,1,0
2016-09-05 15:35:50,1,0
2016-09-05 15:35:50,1,0
2016-09-05 15:35:50,1,0
2016-09-26 02:52:02,20,57
2016-09-23 19:34:57,40,70
2016-09-23 03:35:42,23,46
2016-09-23 03:35:42,7,7
2016-09-23 03:35:42,0,14
2016-09-23 03:35:42,11,33
2016-09-23 03:35:42,11,11
2016-09-23 03:35:42,9,18
2016-09-23 03:35:42,8,16
2016-09-23 03:35:42,0,2
2016-09-23 03:35:42,1,1
2016-09-23 03:35:42,11,22
2016-09-23 03:35:42,0,2
2016-09-23 03:35:42,34,209
2016-09-23 03:35:42,10,30
2016-09-23 03:35:42,0,1
2016-09-23 03:35:42,0,2
2016-09-23 03:35:42,11,103
2016-09-22 20:33:12,1,1
2016-09-22 20:33:12,1,0
2016-09-22 20:33:12,7,7
2016-09-22 20:33:12,388,8
2016-09-18 02:56:25,9,37
2016-09-18 01:02:10,1,7
2016-09-18 01:02:10,2,26
2016-09-18 01:02:10,1,2
2016-09-18 01:02:10,1,15
2016-09-18 01:02:10,1,16
2016-09-18 02:38:20,62,43
2016-09-18 02:38:20,2,0
2016-09-18 00:44:45,0,2
2016-09-18 00:44:45,57,71
2016-09-18 00:25:06,36,99
2016-09-17 22:57:42,1,4
2016-10-04 00:38:55,3,0
2016-09-21 22:37:42,7,23
2016-09-05 21:53:43,1,2
2016-09-05 21:53:43,3,10
2016-09-05 21:53:43,1,1
2016-09-05 15:32:44,35,0
2016-09-05 15:32:44,1,1
2016-09-05 15:32:44,1,31
2016-09-05 15:32:44,1,0
2016-09-05 15:27:55,0,1
2016-09-05 03:04:32,0,1
2016-09-04 18:26:36,160,0
2016-09-04 18:26:36,0,142
2016-09-04 18:26:36,1,1
2016-09-04 18:26:36,1,1
2016-09-03 23:37:25,2,2
2016-09-03 23:37:25,0,12
2016-09-03 22:23:48,0,1
2016-09-03 22:23:48,0,1
2016-09-03 22:05:00,0,6
2016-09-03 22:05:00,3,3
2016-09-03 21:07:08,1,0
2016-09-03 21:07:08,0,2
2016-08-12 22:47:45,0,1
2016-08-12 22:47:45,0,3
2016-08-12 22:47:45,0,3
2016-08-12 22:47:45,0,4
2016-08-12 22:47:45,0,2
2016-08-12 22:47:45,1,1
2016-08-12 22:47:45,0,11
2016-08-12 22:47:45,0,4
2016-09-21 22:18:23,4,10
2016-09-17 22:02:44,1,1
2016-09-17 22:02:44,3,3
2016-09-17 22:02:44,1,1
2016-09-17 22:02:44,1,1
2016-09-17 22:02:44,3,50
2016-09-17 22:02:44,0,1
2016-09-17 22:02:44,1,1
2016-09-17 22:31:46,8,6
2016-09-10 22:53:30,20,12
2016-09-10 20:50:00,6,4
2016-09-10 20:50:00,1,6
2016-09-10 20:44:03,6,5
2016-09-10 20:44:03,3,6
2016-09-10 20:31:04,4,4
2016-09-10 20:21:34,5,4
2016-09-10 20:21:34,1,15
2016-09-10 20:21:34,1,22
2016-09-09 23:28:23,10,1
2016-09-09 23:28:23,1,1
2016-09-09 23:28:23,2,2
2016-09-09 23:23:33,1,1
2016-09-09 23:22:34,6,3
2016-09-09 23:20:13,1,1
2016-09-09 23:16:58,5,4
2016-08-22 04:23:07,3,1
2016-08-22 03:39:47,4,1
2016-08-22 03:33:47,1,0
2016-08-22 02:30:44,20,20
2016-08-22 02:13:39,4,1
2016-08-22 02:00:54,4,4
2016-08-21 23:16:26,2,23
2016-08-20 23:03:37,4,2
2016-08-20 21:05:21,11,24
2016-08-20 20:39:01,2,2
2016-08-20 20:36:36,6,3
2016-08-20 20:33:10,3,1
2016-08-20 20:32:02,1,0
2016-08-20 20:18:53,3,0
2016-08-19 02:08:20,2,1
2016-08-19 01:31:41,11,14
2016-08-19 01:16:49,2,1
2016-08-19 00:54:02,9,3
2016-08-18 23:34:00,32,38
2016-08-18 03:19:01,7,3
2016-08-17 20:36:37,6,4
2016-08-17 20:02:32,8,11
2016-08-20 21:34:24,14,42
2016-08-20 21:34:24,24,12
2016-08-20 21:34:24,59,254
2016-08-20 21:34:24,11,23
2016-08-20 21:34:23,1,3
2016-08-20 21:34:23,1,1
2016-08-20 21:34:23,17,14
2016-08-20 21:34:23,1,2
2016-08-20 21:34:23,9,12
2016-08-20 21:34:23,8,2
2016-08-20 21:34:23,12,12
2016-08-20 21:34:22,14,14
2016-08-20 21:34:22,10,10
2016-08-20 21:34:21,0,4
2016-08-20 21:34:20,5,23
2016-08-20 21:34:19,10,27
2016-08-20 21:34:18,5,17
2016-07-23 06:37:00,3,12
2016-07-23 06:37:00,3,6
2016-07-23 06:37:00,6,9
2016-07-23 06:37:00,19,22
2016-07-23 06:37:00,3,3
2016-07-23 06:37:00,42,42
2016-07-23 06:37:00,3,6
2016-07-23 06:37:00,2,2
2016-07-23 06:37:00,7,7
2016-07-23 06:37:00,2,2
2016-07-23 06:37:00,2,5
2016-07-23 06:37:00,3,3
2016-07-23 06:37:00,1,1
2016-07-23 06:37:00,3,3
2016-07-23 06:37:00,3,6
2016-07-23 06:37:00,7,7
2016-07-23 06:36:59,3,3
2016-07-23 06:36:59,8,89
2016-07-23 06:36:58,7,14
2016-01-17 06:13:41,3,0
2016-01-17 06:13:41,3,0
2016-01-17 06:13:41,2,0
2016-01-17 06:13:41,2,0
2016-01-17 06:13:41,2,91
2016-01-17 06:13:41,2,0
2016-01-17 06:13:41,7,0
2016-01-17 06:13:41,4,0
2016-01-17 06:13:41,2,0
2016-01-17 06:13:41,2,0
2016-01-17 06:13:41,2,0
2016-01-17 06:13:41,2,0
2016-01-17 06:13:41,2,0
2016-01-17 06:13:41,2,0
2016-01-17 06:13:41,2,0
2016-01-17 06:13:41,2,0
2016-01-17 06:13:41,3,0
2016-01-17 06:13:41,2,0
2016-01-17 06:13:41,3,0
2016-01-17 06:13:41,2,0
2016-01-17 06:13:41,2,0
2016-01-17 06:13:41,2,0
2016-01-17 06:13:41,2,0
2016-01-17 06:13:41,2,0
2016-01-17 06:13:41,5,0
2016-01-18 02:16:45,0,79
2016-01-17 18:09:11,34,0
2016-01-17 18:09:11,0,56
2016-01-17 18:09:11,0,44
2016-01-17 18:09:11,0,5
2016-01-17 02:39:30,1,0
2016-01-17 02:39:30,1,1
2016-01-17 02:39:30,3,0
2016-01-17 02:39:30,3,0
2016-01-17 02:39:30,3,3
2016-01-17 02:39:30,2,0
2016-01-17 02:39:30,5,0
2016-01-17 02:39:30,12,0
2016-01-17 02:39:30,0,31
2016-01-17 02:39:30,0,53
2016-01-17 02:39:30,0,1
2016-01-17 02:39:30,2,0
2016-01-17 02:39:30,2,0
2016-01-17 02:39:30,2,0
2016-01-17 02:39:30,2,0
2016-01-17 02:39:30,12,4
2016-01-17 02:39:30,7,0
2016-01-17 02:39:30,3,0
2016-01-17 02:39:30,4,0
2016-01-17 02:39:30,3,0
2016-01-17 02:39:30,2,0
2016-01-17 02:39:30,3,0
2016-01-17 02:39:30,2,0
2016-01-17 02:39:30,2,0
2016-01-17 02:39:30,2,0
2016-01-17 02:39:30,3,0
2016-01-17 02:39:30,2,0
2016-01-17 02:39:30,3,0
2016-01-17 02:39:30,5,0
2016-01-17 02:39:30,2,0
2016-01-17 02:39:30,0,174
2016-01-17 02:39:30,5,0
2016-01-17 02:39:30,2,0
2016-01-17 02:39:30,2,0
2016-01-17 02:39:30,2,0
2016-01-17 02:39:30,4,0
2016-01-17 02:39:30,2,0
2016-01-17 02:39:30,4,0
2016-01-17 02:39:30,4,0
2016-01-17 02:39:30,3,0
2016-01-17 02:39:30,2,0
2016-01-17 02:39:30,2,0
2016-01-17 02:39:30,2,0
2016-01-17 02:39:30,2,0
2016-01-17 02:39:30,9,0
2016-01-14 04:33:46,1,0
2016-01-14 04:33:46,0,4
2016-01-14 04:33:46,2,0
2016-01-14 04:33:46,3,0
2016-01-14 04:33:46,2,0
2016-01-14 04:33:46,3,0
2016-01-14 04:33:46,5,0
2016-01-14 04:33:46,2,0
2016-01-14 04:33:46,2,0
2016-01-14 04:33:46,2,0
2016-01-14 04:33:46,2,0
2016-01-14 04:33:46,2,0
2016-01-14 04:33:46,2,0
2016-01-14 04:33:46,11,0
2016-01-14 04:33:46,4,0
2016-01-14 04:33:46,1,0
2016-01-14 04:33:46,2,0
2016-01-14 04:33:46,0,37
2016-01-14 04:33:46,0,60
2016-01-14 04:33:46,6,0
2016-01-14 04:33:46,1,0
2016-01-14 04:33:46,3,0
2016-01-14 04:33:46,1,1
2016-01-14 04:33:46,3,0
2016-01-14 04:33:46,3,0
2016-01-14 04:33:46,5,0
2016-01-14 04:33:46,2,0
2016-01-14 04:33:46,2,0
2016-01-14 04:33:46,5,0
2016-01-14 04:33:46,3,0
2016-01-14 04:33:46,2,0
2016-01-14 04:33:46,2,0
2016-01-14 04:33:46,0,29
2016-01-14 04:33:46,6,0
2016-01-14 04:33:46,2,0
2016-01-14 04:33:46,3,0
2016-01-14 04:33:46,3,0
2016-01-13 18:46:22,1,0
2016-01-13 18:46:22,1,1
2016-01-13 18:46:22,0,183
2016-01-13 18:46:22,3,0
2016-01-13 18:46:22,3,0
2016-01-13 18:46:22,3,0
2016-01-13 18:46:22,3,0
2016-01-13 18:46:22,3,0
2016-01-13 18:46:22,5,0
2016-01-13 18:46:22,3,0
2016-01-13 18:46:22,4,0
2016-01-13 18:46:22,2,0
2016-01-13 18:46:22,2,0
2016-01-13 18:46:22,4,0
2016-01-13 18:46:22,1,1
2016-01-13 18:46:22,2,0
2016-01-13 18:46:22,1,0
2016-01-13 18:46:22,2,0
2016-01-13 18:46:22,1,0
2016-01-13 18:46:22,2,0
2016-01-13 18:46:22,2,0
2016-01-13 18:46:22,9,0
2016-01-13 18:46:22,9,0
2016-01-13 18:46:22,2,0
2016-01-13 18:46:22,2,0
2016-01-13 18:46:22,1,1
2016-01-13 18:46:22,2,0
2016-01-13 18:46:22,2,0
2016-01-13 18:46:22,2,0
2016-01-13 18:46:22,2,0
2016-01-13 18:46:22,2,0
2016-01-13 18:46:22,9,0
2016-01-13 18:46:22,3,0
2016-01-13 18:46:22,2,0
2016-01-13 18:46:22,3,0
2016-01-13 18:46:22,2,0
2016-01-13 18:46:22,3,0
2016-01-13 18:46:22,2,0
2016-01-13 18:46:22,3,0
2016-01-13 18:46:22,5,0
2016-01-13 18:46:22,2,0
2016-01-13 18:46:22,2,0
2016-01-13 18:46:22,3,0
2016-01-13 18:46:22,3,0
2016-01-13 18:46:22,0,1
2016-01-13 18:46:22,0,20
2016-01-13 18:46:22,3,3
2016-01-12 18:30:03,1,0
2016-01-12 18:30:03,1,1
2016-01-12 18:30:03,6,0
2016-01-12 18:30:03,3,0
2016-01-12 18:30:03,0,15
2016-01-12 18:30:03,3,0
2016-01-11 18:04:04,3,0
2016-01-11 18:04:04,1,1
2016-01-11 18:04:04,0,32
2016-01-11 18:04:04,4,0
2016-01-11 18:04:04,4,0
2016-01-11 18:04:04,3,0
2016-01-11 18:04:04,4,0
2016-01-11 18:04:04,3,0
2016-01-11 18:04:04,4,0
2016-01-11 18:04:04,2,2
2016-01-11 18:04:04,2,2
2016-01-11 18:04:04,2,2
2016-01-11 14:51:29,1,0
2016-01-11 14:51:29,1,1
2016-01-11 14:51:29,0,102
2016-01-11 14:51:29,4,2
2016-01-11 14:51:29,1,0
2016-01-11 14:51:29,5,0
2016-01-11 14:51:29,3,0
2016-01-11 14:51:29,1,1
2016-01-11 14:51:29,2,0
2016-01-11 14:51:29,1,1
2016-01-11 14:51:29,3,0
2016-01-11 14:51:29,2,0
2016-01-11 14:51:29,2,0
2016-01-11 14:51:29,2,0
2016-01-11 14:51:29,3,0
2016-01-11 14:51:29,1,1
2016-01-11 14:51:29,1,1
2016-01-11 14:51:29,1,1
2016-01-11 14:51:29,1,1
2016-01-11 14:51:29,2,0
2016-01-11 14:51:29,3,0
2016-01-11 14:51:29,1,1
2016-01-11 14:51:29,1,1
2016-01-11 14:51:29,4,2
2016-01-11 14:51:29,1,1
2016-01-11 14:51:29,1,1
2016-01-11 14:51:29,1,1
2016-01-11 14:51:29,1,1
2016-01-11 14:51:29,1,1
2016-01-11 14:51:29,7,0
2016-01-11 14:51:29,1,1
2016-01-11 14:51:29,2,2
2016-01-11 14:51:29,1,1
2016-01-11 14:51:29,4,2
2016-01-11 14:51:29,2,0
2016-01-11 14:51:29,1,1
2016-01-11 14:51:29,1,1
2016-01-11 14:51:29,1,1
2016-01-11 14:51:29,1,1
2016-01-11 14:51:29,1,1
2016-01-11 14:51:29,1,1
2016-01-11 16:04:34,2,0
2016-01-11 16:04:34,2,0
2016-01-11 16:04:34,3,0
2016-01-11 16:04:34,3,0
2016-01-11 16:04:34,4,0
2016-01-11 16:04:34,2,2
2016-01-11 16:04:34,2,0
2016-01-11 16:04:34,3,0
2016-01-11 16:04:34,0,47
2016-01-11 16:04:34,2,0
2016-01-11 16:04:34,0,85
2016-01-11 16:04:34,3,0
2016-01-11 16:04:34,2,0
2016-01-11 16:04:34,2,0
2016-01-11 16:04:34,2,0
2016-01-11 16:04:34,8,0
2016-01-11 16:04:34,1,0
2016-01-11 16:04:34,5,0
2016-01-11 16:04:34,3,0
2016-01-11 16:04:34,4,0
2016-01-11 16:04:34,3,0
2016-01-11 16:04:34,3,0
2016-01-11 16:04:34,5,0
2016-01-11 16:04:34,1,1
2016-01-11 16:04:34,1,1
2016-01-11 16:04:34,2,0
2016-01-11 16:04:34,0,13
2016-01-11 15:54:54,94,0
2016-01-15 19:01:22,1,1
2016-01-15 19:01:22,3,5
2016-01-15 19:01:22,20,0
2016-08-07 16:23:38,1,1
2016-08-07 16:23:15,2,2
2016-08-07 16:22:20,2,2
2016-08-07 16:22:20,2,2
2016-08-07 16:22:20,2,2
2016-08-07 16:21:25,2,4
2016-08-07 16:21:25,7,9
2016-08-07 16:21:25,1,3
2016-08-07 16:20:01,2,2
2016-08-07 16:20:01,2,2
2016-08-07 16:20:01,6,6
2016-08-07 16:20:01,22,22
2016-08-07 16:20:01,2,2
2016-08-03 15:12:12,1,25
2016-08-03 15:12:12,4,1
2016-08-03 15:12:12,1,1
2016-08-03 15:12:12,1,1
2016-08-03 15:12:12,1,3
2016-08-03 15:02:48,4,0
2016-08-03 15:02:48,2,2
2016-07-31 20:37:25,1,1
2016-07-31 20:37:25,7,0
2016-07-31 20:37:25,1,1
2016-07-31 20:37:25,1,1
2016-07-31 20:37:25,1,1
2016-07-31 20:37:25,4,4
2016-07-31 20:37:25,1,1
2016-07-31 20:37:25,2,2
2016-07-31 20:37:25,1,2
2016-07-31 20:37:25,1,1
2016-07-31 20:37:25,2,2
2016-07-31 20:37:25,1,1
2016-07-31 20:37:25,1,1
2016-07-31 20:37:25,1,2
2016-07-31 20:37:25,1,1
2016-07-31 20:37:25,1,1
2016-07-31 20:37:25,6,9
2016-07-31 20:37:25,1,1
2016-07-31 20:37:25,1,1
2016-07-31 20:37:25,3,3
2016-07-31 20:37:25,1,1
2016-07-31 20:37:25,1,1
2016-07-21 03:23:32,2,2
2016-07-21 03:19:29,2,2
2016-07-21 03:07:13,2,2
2016-07-21 03:07:13,2,2
2016-07-21 02:47:26,3,3
2016-07-21 02:47:26,2,2
2016-07-21 02:43:14,3,3
2016-07-21 02:41:44,1,1
2016-07-21 02:34:44,2,2
2016-07-21 02:34:44,1,1
2016-07-21 02:34:44,2,6
2016-07-29 22:23:59,1,1
2016-07-29 22:23:59,1,1
2016-07-29 22:23:59,1,1
2016-07-29 22:23:59,1,1
2016-07-29 22:23:59,1,1
2016-07-29 22:22:49,1,3
2016-07-29 22:22:49,2,2
2016-07-29 21:45:21,11,23
2016-07-28 17:05:50,2,15
2016-07-21 02:36:53,1,1
2016-07-21 02:28:45,2,2
2016-07-21 02:28:45,1,1
2016-07-20 20:34:42,4,4
2016-07-20 20:34:42,3,2
2016-07-20 20:34:42,2,2
2016-07-20 20:34:42,8,8
2016-07-20 20:34:42,4,4
2016-07-20 20:34:42,1,1
2016-07-20 20:34:42,4,4
2016-07-20 20:27:42,1,3
2016-07-20 20:27:42,2,2
2016-07-20 20:27:42,1,1
2016-07-20 20:27:42,1,1
2016-07-20 20:25:07,4,4
2016-07-20 20:25:07,2,2
2016-07-20 20:22:29,6,6
2016-07-20 20:22:29,7,7
2016-07-20 20:22:29,1,1
2016-07-20 20:22:29,1,1
2016-07-20 20:17:26,6,6
2016-07-20 20:17:26,5,5
2016-07-20 20:11:45,2,2
2016-07-20 20:06:15,1,1
2016-07-20 20:06:15,2,2
2016-07-20 20:06:15,1,1
2016-07-20 20:06:15,1,1
2016-07-19 17:16:52,2,14
2016-07-19 17:16:52,0,1
2016-07-19 07:08:27,3,27
2016-07-19 07:04:34,13,0
2016-07-05 13:49:21,25,3
2016-07-05 13:44:53,1,1
2016-07-05 13:44:53,1,1
2016-07-05 13:44:53,1,1
2016-07-05 13:44:53,1,1
2016-07-05 13:44:53,1,1
2016-07-05 13:44:53,1,1
2016-07-05 13:44:53,1,1
2016-07-04 03:15:21,34,7
2016-06-26 03:33:49,35,91
2016-06-25 03:49:03,3,7
2016-06-07 00:55:34,27,5
2016-06-06 23:37:13,47,29
2016-06-06 22:55:57,3,9
2016-06-20 05:35:59,12,5
2016-06-12 15:24:46,6,2
2016-06-12 15:24:46,8,19
2016-06-12 15:24:46,1,1
2016-06-10 15:32:47,51,6
2016-06-10 15:32:47,1,0
2016-06-10 15:32:47,1,3
2016-06-10 15:32:47,1,0
2016-06-08 01:53:51,7,3
2016-06-08 01:26:55,2,2
2016-06-05 04:23:09,4,4
2016-06-04 15:41:49,4,39
2016-05-30 00:13:30,10,35
2016-05-29 23:14:03,4,8
2016-05-28 02:40:31,0,1
2016-05-28 02:40:31,0,7
2016-05-28 02:40:31,0,1
2016-05-28 02:40:31,0,1
2016-05-28 02:40:31,0,1
2016-05-28 02:40:31,0,1
2016-05-28 02:40:31,0,1
2016-05-28 02:40:31,0,1
2016-05-28 02:40:31,0,1
2016-05-28 02:40:31,0,1
2016-05-28 02:40:31,0,1
2016-05-28 02:40:31,0,1
2016-05-28 02:40:31,0,2
2016-05-28 02:40:31,0,1
2016-05-28 02:40:31,0,1
2016-05-28 02:40:31,0,2
2016-05-28 02:40:31,0,3
2016-05-28 02:40:31,0,1
2016-05-28 02:40:31,0,1
2016-05-28 02:40:31,0,1
2016-05-28 01:22:04,1,16
2016-05-14 22:46:32,1,1
2016-05-14 22:46:32,1,1
2016-05-14 22:46:32,3,3
2016-05-14 22:46:32,1,1
2016-05-29 23:05:03,0,1
2016-05-29 23:05:03,1,3
2015-12-05 04:45:44,2,2
2015-12-05 04:45:44,1,1
2015-12-05 04:45:44,1,1
2015-12-05 04:45:44,5,5
2015-12-05 04:45:44,1,1
2015-12-05 04:45:44,2,2
2015-12-05 04:45:44,1,1
2015-12-05 04:45:44,1,1
2015-12-05 04:45:44,1,1
2015-12-05 04:45:44,1,1
2015-12-05 04:45:44,1,1
2016-05-29 22:35:12,4,4
2016-05-29 22:35:12,0,12
2016-05-29 22:35:12,3,17
2016-05-29 19:29:26,4,0
2016-05-29 19:29:26,5,5
2016-05-29 19:29:26,5,11
2016-05-29 19:20:30,0,7
2016-05-29 19:14:14,4,7
2016-05-29 19:00:34,2,6
2016-05-29 18:57:53,0,7
2016-05-29 18:54:04,6,5
2016-05-29 18:52:22,0,4
2016-05-29 18:52:22,0,4
2016-05-29 17:49:56,1,1
2016-05-27 15:06:05,7,0
2016-05-27 15:06:05,2,2
2016-05-27 15:06:05,2,4
2016-05-27 15:06:05,2,2
2016-05-27 15:06:05,5,4
2016-05-27 15:06:05,2,2
2016-05-27 15:06:05,4,3
2016-05-27 15:06:05,2,1
2016-05-27 15:06:05,3,3
2016-05-27 15:06:05,3,3
2016-05-27 15:06:05,1,1
2016-05-27 15:06:05,6,5
2016-05-27 15:06:05,2,1
2016-05-27 15:06:05,3,2
2016-05-27 15:06:05,3,2
2016-05-27 15:06:05,3,2
2016-05-27 15:06:05,4,4
2016-05-27 15:06:05,2,1
2016-05-27 15:06:05,2,1
2016-05-27 15:06:05,1,1
2016-05-27 14:19:30,3,3
2016-05-27 14:19:30,3,2
2016-05-27 14:19:30,5,7
2016-05-27 14:19:30,4,3
2016-05-27 14:19:30,5,4
2016-05-27 14:19:30,4,3
2016-05-27 14:19:30,4,3
2016-05-27 14:19:30,5,4
2016-05-27 14:19:30,4,3
2016-05-27 14:19:30,4,3
2016-05-27 14:19:30,5,4
2016-05-27 14:19:30,6,6
2016-05-27 14:19:30,3,3
2016-05-27 14:19:30,6,6
2016-05-27 14:19:30,1,1
2016-05-27 14:19:30,4,3
2016-05-27 14:19:30,4,3
2016-05-27 14:19:30,4,3
2016-05-27 14:19:30,4,3
2016-05-27 14:19:30,4,3
2016-05-27 14:19:30,4,3
2016-05-27 14:19:30,6,8
2016-05-27 14:19:30,9,10
2016-05-27 14:19:30,13,10
2016-05-27 14:19:30,6,4
2016-05-27 14:19:30,3,3
2016-05-27 14:19:30,5,4
2016-05-27 14:19:30,5,4
2016-05-27 14:19:30,5,4
2016-05-27 14:19:30,3,4
2016-05-27 14:19:30,4,2
2016-05-27 14:19:30,5,4
2016-05-27 14:19:30,2,2
2016-05-27 14:19:30,4,3
2016-05-26 04:05:12,7,11
2016-05-26 04:05:12,1,3
2016-05-26 04:05:12,6,6
2016-05-26 04:04:58,2,0
2016-05-26 04:04:58,16,0
2016-05-26 04:04:18,19,12
2016-05-25 21:36:19,1,1
2016-05-25 21:34:41,1,0
2016-05-18 17:15:05,1,1
2016-05-13 01:59:17,46,11
2016-05-13 01:59:17,1,0
2016-05-13 01:59:17,11,70
2016-05-13 01:59:17,38,7
2016-05-13 00:36:01,2,2
2016-05-13 00:36:01,7,0
2016-05-13 00:13:50,3,0
2016-05-13 00:13:50,9,3
2016-05-13 00:13:50,1,0
2016-05-13 00:13:50,2,0
2016-05-13 00:02:09,3,0
2016-05-13 00:02:09,9,3
2016-05-13 00:02:09,1,0
2016-05-13 00:02:09,1,0
2016-05-13 00:02:09,1,0
2016-05-12 23:49:30,1,1
2016-05-12 23:44:04,1,1
2016-05-12 23:35:57,8,2
2016-05-12 23:35:57,5,3
2016-05-12 23:35:57,1,1
2016-05-12 21:00:20,2,2
2016-05-10 20:41:13,1,1
2016-05-10 18:27:44,1,1
2016-05-10 18:24:57,1,1
2016-05-10 18:24:06,2,2
2016-05-10 18:24:06,8,8
2016-05-10 18:24:06,2,2
2016-05-10 18:24:06,14,12
2016-05-10 18:24:06,6,5
2016-05-10 18:24:06,2,2
2016-05-09 15:54:48,36,67
2016-05-09 16:53:03,1,1
2016-05-05 14:48:47,1,1
2016-05-04 20:24:53,1,1
2016-05-04 20:24:04,1,1
2016-05-04 20:21:20,1,1
2016-05-01 04:08:03,2,2
2016-05-01 03:26:25,3,3
